arquivo_json;pacote;imagem;id;dedo;antes;depois;acoes
resultado - Gladson.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0044.png;tec;Anelar - Direita;"[Segmentação Boa:4; Fora de Foco:4; Digital Escura:2; Manchas na Digital:3; Scanner Sujo:2; Sem Padrão Visível:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0000.png;tec;Médio - Direita;"[Segmentação Boa:4; Digital Escura:3; Manchas na Digital:3; Scanner Sujo:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0011.png;tec;Médio - Direita;"[Segmentação Boa:4; Fora de Foco:3; Digital Escura:3; Manchas na Digital:3; Scanner Sujo:3; Dedo Fora da Área:2]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0022.png;tec;Médio - Direita;"[Dedo Fora da Área:2; Scanner Sujo:2; Manchas na Digital:3; Digital Escura:3; Segmentação Boa:4; Fora de Foco:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0033.png;tec;Médio - Direita;"[Segmentação Boa:4; Fora de Foco:3; Fiapos na Digital:3; Digital Escura:3; Manchas na Digital:3; Scanner Sujo:4]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0044.png;tec;Médio - Direita;"[Segmentação Boa:4; Fora de Foco:2; Digital Escura:3; Manchas na Digital:3; Scanner Sujo:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0055.png;tec;Médio - Direita;"[Segmentação Boa:4; Digital Escura:3; Manchas na Digital:3; Scanner Sujo:3]";"[Digital Escura:3; Manchas na Digital:3; Scanner Sujo:3]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0011.png;tec;Indicador - Direita;"[Segmentação Boa:4; Fora de Foco:3; Scanner Sujo:2; Manchas na Digital:3; Digital Escura:2]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0022.png;tec;Indicador - Direita;"[Segmentação Boa:3; Fora de Foco:2; Scanner Sujo:2; Manchas na Digital:3; Digital Escura:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0033.png;tec;Indicador - Direita;"[Segmentação Boa:3; Fora de Foco:3; Digital Clara:2; Fiapos na Digital:3; Manchas na Digital:3; Scanner Sujo:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0044.png;tec;Indicador - Direita;"[Segmentação Boa:3; Digital Escura:3; Manchas na Digital:3; Scanner Sujo:2; Fora de Foco:3]";"[Digital Escura:3; Manchas na Digital:3; Scanner Sujo:2; Fora de Foco:3]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0066.png;tec;Indicador - Direita;"[Segmentação Boa:3; Scanner Sujo:3; Manchas na Digital:4; Digital Escura:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0077.png;tec;Indicador - Direita;"[Fora de Foco:4; Manchas na Digital:4; Digital Escura:4; Segmentação Boa:3; Scanner Sujo:3; Sem Padrão Visível:2]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0088.png;tec;Indicador - Direita;"[Segmentação Boa:3; Scanner Sujo:3; Sem Padrão Visível:3; Manchas na Digital:3; Digital Escura:3; Fora de Foco:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0099.png;tec;Indicador - Direita;"[Segmentação Boa:4; Scanner Sujo:3; Manchas na Digital:3; Digital Escura:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0000.png;tec;Dedão - Direita;"[Segmentação Boa:4; Fora de Foco:3; Manchas na Digital:4; Digital Escura:2; Fiapos na Digital:4; Scanner Sujo:3; Sem Padrão Visível:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0011.png;tec;Dedão - Direita;"[Segmentação Boa:4; Fora de Foco:3; Fiapos na Digital:2; Digital Clara:2; Manchas na Digital:3; Scanner Sujo:3; Dedo Fora da Área:3]";"[Fora de Foco:3; Fiapos na Digital:2; Digital Clara:2; Manchas na Digital:3; Scanner Sujo:3; Dedo Fora da Área:3]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0022.png;tec;Dedão - Direita;"[Manchas na Digital:3; Scanner Sujo:2; Digital Clara:2; Segmentação Boa:4]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0033.png;tec;Dedão - Direita;"[Segmentação Boa:3; Dedo Fora da Área:3; Manchas na Digital:3; Scanner Sujo:2; Digital Escura:2]";"[Dedo Fora da Área:3; Manchas na Digital:3; Scanner Sujo:2; Digital Escura:2]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0044.png;tec;Dedão - Direita;"[Segmentação Boa:4; Scanner Sujo:2; Manchas na Digital:3; Digital Escura:2]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0055.png;tec;Dedão - Direita;"[Segmentação Boa:3; Dedo Fora da Área:3; Sem Padrão Visível:2; Scanner Sujo:2; Manchas na Digital:3; Digital Escura:4; Fora de Foco:3]";"[Dedo Fora da Área:3; Sem Padrão Visível:2; Scanner Sujo:2; Manchas na Digital:3; Digital Escura:4; Fora de Foco:3]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0066.png;tec;Dedão - Direita;"[Segmentação Boa:4; Manchas na Digital:3; Digital Escura:2; Fiapos na Digital:1; Scanner Sujo:2]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0077.png;tec;Dedão - Direita;"[Segmentação Boa:2; Digital Escura:3; Manchas na Digital:4; Scanner Sujo:2; Sem Padrão Visível:2; Fora de Foco:2; Dedo Fora da Área:3]";"[Digital Escura:3; Manchas na Digital:4; Scanner Sujo:2; Sem Padrão Visível:2; Fora de Foco:2; Dedo Fora da Área:3]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Gladson.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0088.png;tec;Dedão - Direita;"[Segmentação Boa:4; Manchas na Digital:3; Fiapos na Digital:2; Digital Escura:2; Scanner Sujo:2]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0000.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Scanner Sujo:3; Sem Padrão Visível:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0001.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:3]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0002.png;tec;Mindinho - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:3]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0003.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Scanner Sujo:2; Sem Padrão Visível:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0004.png;tec;Mindinho - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:2]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0005.png;tec;Mindinho - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:2]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0008.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0009.png;tec;Mindinho - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0055.png;tec;Mindinho - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:3]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0066.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:3]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0077.png;tec;Mindinho - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:2]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0088.png;tec;Mindinho - Direita;"[Scanner Sujo:2; Dedo Fora da Área:5; Sem Padrão Visível:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0099.png;tec;Mindinho - Direita;"[Scanner Sujo:3; Dedo Fora da Área:5; Sem Padrão Visível:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0055.png;tec;Anelar - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:3]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0066.png;tec;Anelar - Direita;"[Dedo Fora da Área:5; Scanner Sujo:4; Sem Padrão Visível:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0077.png;tec;Anelar - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0088.png;tec;Anelar - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0099.png;tec;Anelar - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0066.png;tec;Médio - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0077.png;tec;Médio - Direita;"[Scanner Sujo:4; Sem Padrão Visível:5; Dedo Fora da Área:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0088.png;tec;Médio - Direita;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Ketlin.json;imagens_unificadas.zip;tec_3d_medio_1703165959_167844_frame_0099.png;tec;Médio - Direita;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Keyriane.json;imagens_unificadas.zip;jmm_5d_2_dedao_1731100277.0000000.png;jmm;Dedão - Direita;"[Segmentação Boa:5; Dedo Fora da Área:2]";[Dedo Fora da Área:2];Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Keyriane.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0006.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Scanner Sujo:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Keyriane.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0007.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Scanner Sujo:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Keyriane.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0011.png;tec;Mindinho - Direita;"[Segmentação Boa:4; Scanner Sujo:1]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;tec_2d_anel_1703165917_0821023_frame_0022.png;tec;Anelar - Direita;"[Segmentação Boa:3; Digital Escura:3; Manchas na Digital:5; Scanner Sujo:2; Fora de Foco:4]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;tec_4d_indic_1703165690_0677896_frame_0000.png;tec;Indicador - Direita;"[Scanner Sujo:1; Digital Clara:1; Digital Escura:1]";[Scanner Sujo:1];"Digital Clara x Digital Escura: empate; ambos removidos para revisão"
resultado - Leonardo.json;imagens_unificadas.zip;tec_5d_dedao_1703165768_185232_frame_0099.png;tec;Dedão - Direita;"[Segmentação Boa:3; Digital Clara:1; Manchas na Digital:3; Dedo Fora da Área:1]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jam_5e_2_dedao_1731100277.0000000.png;jam;Dedão - Esquerda;"[Sem Padrão Visível:3; Dedo Fora da Área:5; Manchas na Digital:4; Scanner Sujo:2; Fiapos na Digital:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_2d_anel_1731092862.0000000.png;jmm;Anelar - Direita;"[Digital Clara:5; Segmentação Boa:3; Fora de Foco:1]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_3e_medio_1731092855.0000000.png;jmm;Médio - Esquerda;"[Fiapos na Digital:4; Manchas na Digital:3; Segmentação Boa:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_4d_2_indic_1731100277.0000000.png;jmm;Indicador - Direita;"[Scanner Sujo:3; Fiapos na Digital:3; Manchas na Digital:2; Segmentação Boa:5]";[Segmentação Boa:5];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_4d_indic_1731092839.0000000.png;jmm;Indicador - Direita;"[Scanner Sujo:3; Manchas na Digital:3; Fiapos na Digital:3; Segmentação Boa:5]";[Segmentação Boa:5];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_4e_2_indic_1731100277.0000000.png;jmm;Indicador - Esquerda;"[Fiapos na Digital:5; Manchas na Digital:4; Segmentação Boa:5]";[Segmentação Boa:5];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_5e_2_dedao_1731100277.0000000.png;jmm;Dedão - Esquerda;"[Segmentação Boa:5; Fiapos na Digital:5; Manchas na Digital:3]";[Segmentação Boa:5];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;jmm_5e_dedao_1731092813.0000000.png;jmm;Dedão - Esquerda;"[Segmentação Boa:4; Fiapos na Digital:5; Manchas na Digital:4; Fora de Foco:1]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_1d_mind_1731092870.0000000.png;pg;Mindinho - Direita;"[Segmentação Boa:3; Digital Escura:2; Scanner Sujo:4]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_2e_anel_1731092862.0000000.png;pg;Anelar - Esquerda;"[Sem Padrão Visível:2; Manchas na Digital:2; Digital Escura:5; Fiapos na Digital:4; Segmentação Boa:4]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_3d_medio_1731092855.0000000.png;pg;Médio - Direita;"[Digital Escura:5; Scanner Sujo:1; Manchas na Digital:5; Segmentação Boa:4]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_3e_medio_1731092855.0000000.png;pg;Médio - Esquerda;"[Scanner Sujo:1; Digital Escura:2; Manchas na Digital:4; Fiapos na Digital:2; Segmentação Boa:2]";[Segmentação Boa:2];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_4d_2_indic_1731100277.0000000.png;pg;Indicador - Direita;"[Segmentação Boa:3; Digital Escura:5; Fiapos na Digital:5; Dedo Fora da Área:1]";"[Digital Escura:5; Fiapos na Digital:5; Dedo Fora da Área:1]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Leonardo.json;imagens_unificadas.zip;pg_4e_indic_1731092839.0000000.png;pg;Indicador - Esquerda;"[Digital Escura:4; Fiapos na Digital:2; Segmentação Boa:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_5d_dedao_1731092813.0000000.png;pg;Dedão - Direita;"[Segmentação Boa:5; Digital Escura:5; Fiapos na Digital:5; Manchas na Digital:4; Scanner Sujo:1; Dedo Fora da Área:2]";"[Digital Escura:5; Fiapos na Digital:5; Manchas na Digital:4; Scanner Sujo:1; Dedo Fora da Área:2]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Leonardo.json;imagens_unificadas.zip;pg_5e_2_dedao_1731100277.0000000.png;pg;Dedão - Esquerda;"[Segmentação Boa:4; Digital Escura:2; Manchas na Digital:4; Scanner Sujo:2; Dedo Fora da Área:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;pg_5e_dedao_1731092813.0000000.png;pg;Dedão - Esquerda;"[Segmentação Boa:3; Dedo Fora da Área:2; Digital Escura:3; Fiapos na Digital:3; Manchas na Digital:2]";"[Dedo Fora da Área:2; Digital Escura:3; Fiapos na Digital:3; Manchas na Digital:2]";Segmentação Boa removida porque havia E01-E08 na mesma imagem
resultado - Leonardo.json;imagens_unificadas.zip;rsafp_2d_anel_1731092862.0000000.png;rsafp;Anelar - Direita;"[Segmentação Boa:3; Digital Escura:4; Manchas na Digital:5; Scanner Sujo:3]";[Segmentação Boa:3];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;rsafp_3d_medio_1731092855.0000000.png;rsafp;Médio - Direita;"[Segmentação Boa:4; Fiapos na Digital:5; Digital Escura:4; Manchas na Digital:5; Scanner Sujo:3]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;rsafp_4d_indic_1731092839.0000000.png;rsafp;Indicador - Direita;"[Sem Padrão Visível:3; Dedo Fora da Área:2; Fiapos na Digital:4; Digital Escura:2; Digital Clara:2]";"[Sem Padrão Visível:3; Dedo Fora da Área:2; Fiapos na Digital:4; Digital Clara:2]";Digital Clara x Digital Escura: mantida Digital Clara por concordar com o gabarito
resultado - Leonardo.json;imagens_unificadas.zip;rsafp_4e_indic_1731092839.0000000.png;rsafp;Indicador - Esquerda;"[Segmentação Boa:4; Manchas na Digital:5; Dedo Fora da Área:2; Digital Escura:2; Fiapos na Digital:2]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;rsafp_5d_2_dedao_1731099479.0000000.png;rsafp;Dedão - Direita;"[Segmentação Boa:5; Digital Escura:4]";[Segmentação Boa:5];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;rsafp_5d_dedao_1731092813.0000000.png;rsafp;Dedão - Direita;"[Segmentação Boa:4; Fiapos na Digital:4; Digital Escura:4; Manchas na Digital:4; Scanner Sujo:1; Dedo Fora da Área:1]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;sds_5d_dedao_1731092813.0000000.png;sds;Dedão - Direita;"[Sem Padrão Visível:3; Manchas na Digital:5; Dedo Fora da Área:5; Digital Escura:4; Fiapos na Digital:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;sds_5e_2_dedao_1731100298.0000000.png;sds;Dedão - Esquerda;"[Sem Padrão Visível:5; Dedo Fora da Área:5; Scanner Sujo:2; Manchas na Digital:5; Fiapos na Digital:5; Fora de Foco:3]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;sds_5e_dedao_1731092813.0000000.png;sds;Dedão - Esquerda;"[Sem Padrão Visível:5; Scanner Sujo:2; Dedo Fora da Área:5; Fiapos na Digital:5; Manchas na Digital:5; Fora de Foco:4]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;ss_3e_medio_1731092855.0000000.png;ss;Médio - Esquerda;"[Dedo Fora da Área:5; Sem Padrão Visível:5; Scanner Sujo:1; Fiapos na Digital:4; Manchas na Digital:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;vdr_5e_dedao_1731092813.0000000.png;vdr;Dedão - Esquerda;"[Segmentação Boa:4; Digital Escura:3; Fiapos na Digital:3; Manchas na Digital:5]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0008.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Scanner Sujo:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;tec_1d_mind_1703165843_1081526_frame_0009.png;tec;Mindinho - Direita;"[Dedo Fora da Área:5; Scanner Sujo:5]";[Dedo Fora da Área:5];"Dedo Fora da Área grau 5 é exclusivo; outros rótulos removidos"
resultado - Leonardo.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0022.png;tec;Mindinho - Direita;"[Segmentação Boa:5; Digital Escura:3]";[Segmentação Boa:5];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0033.png;tec;Mindinho - Direita;"[Segmentação Boa:4; Digital Escura:1; Fora de Foco:1]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
resultado - Leonardo.json;imagens_unificadas.zip;tec_1d_mind_1703165866_398926_frame_0044.png;tec;Mindinho - Direita;"[Segmentação Boa:4; Digital Escura:4; Scanner Sujo:1]";[Segmentação Boa:4];"Gabarito é Segmentação Boa; mantida Segmentação Boa e removidos erros extras"
